,NASDAQ,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE,INTC,INTU,SNY,KHC,HON,QCOM,AMAT,BKNG,SBUX,ISRG,ADP,MDLZ,MAR,VRTX,REGN,ADI,ORLY,LRCX,MU,ATVI,CME,PANW,EQIX,SNPS,CHTR,NTES,MELI,PYPL,CDNS,CSX
10/6/2015 16:00:00,4748.36,27.83,46.75,32.27,26.87,6.44,16.1,92.8,117.11,148.41,97.07,133.82,50.46,1.83,40.65,108.33,29.49,32.08,27.23,90.05,85.15,31.74,90.81,48.94,72.47,93.49,56.32,15.24,1275.45,58.69,51.07,82.44,43.9,71.91,109.46,459.82,56.89,253.79,65.25,18.22,31.91,89.85,58.04,271.55,47.55,185.52,25.21,94.98,31.86,21.32,9.23
10/7/2015 16:00:00,4791.15,27.7,46.8,32.12,27.1,6.51,15.46,92.4,118.64,147.96,98.52,138.32,51.04,1.86,40.37,108.1,29.85,31.92,27.54,90.06,80.65,32.32,90.96,48.33,73.15,94.71,56.61,15.39,1291.58,58.78,51.86,83.65,44.33,74.17,109.4,485.76,57.87,251.78,66.56,18.62,31.94,90.69,58.33,265.41,47.68,185,25.65,94.7,32.38,21.4,9.46
10/8/2015 16:00:00,4810.79,27.38,47.45,31.96,26.66,6.54,15.11,92.47,116.69,151.66,98.97,140.23,51.52,1.93,39.56,114.93,30.49,32.39,27.91,91.38,82.26,32.52,92.29,48.72,74.43,96.22,57.66,15.67,1304.32,59.46,52.05,85.12,45.31,76.56,109.03,491.21,57.72,253.56,67.31,18.72,31.73,89.88,56.53,267.34,47.8,187.76,26.14,94.35,31.67,21.37,9.7
10/9/2015 16:00:00,4830.47,28.03,47.11,32.18,26.99,6.52,14.71,93.24,116.91,153.97,99.47,142.47,50.87,1.96,39.61,113.33,30.25,32.23,27.91,90.87,83.82,32.14,92.7,48.75,74.39,96.3,57.78,15.65,1313.29,60.07,52.18,85.24,45,76.47,110,503.92,56.69,253.7,66.47,18.16,32.07,88.3,57.29,269.88,48.04,186.63,25.83,94.03,32.06,21.75,9.69
10/12/2015 16:00:00,4838.64,27.9,47,32.33,27.51,6.59,14.37,94.26,117.68,153.63,99.14,143.8,51.34,1.87,40.53,113.45,30.14,32.13,27.96,89.86,83.92,32.21,93.21,49.34,73.72,96.62,57.79,15.6,1347.19,60.54,51.2,85.68,45.05,76.41,113.25,526.83,56.58,257.07,66.48,18.03,32.58,89.56,55.94,272.56,48.1,185.92,26.3,92.55,32.63,21.66,9.46
10/13/2015 16:00:00,4796.61,27.95,46.89,32.62,27.45,6.6,14.62,94.12,113.42,152.28,97.92,141.22,50.91,1.92,40.18,109.73,30.08,31.3,27.85,87.31,83.65,32.04,91.36,48.53,73.38,95.03,57.51,15.14,1345,60.16,50.71,85.16,44.84,75.28,109.4,508.04,56.05,251.46,64.63,18.18,32.88,88.26,55.71,271.7,47.6,186.88,26.47,93.39,33.22,21.63,9.24
10/14/2015 16:00:00,4782.85,27.55,46.68,32.56,27.24,6.84,14.46,94.07,117.46,149.84,97.49,148.05,52.65,1.95,39.51,110.23,29.97,31.51,27.82,87.27,83.8,32.8,90.41,48.49,73.77,93.54,58.63,15.44,1311.08,58.82,50.54,85.14,44.74,74.17,113.3,509.28,60.99,247.29,67.29,18.82,33.02,87.32,54.77,274.7,47.56,182.75,25.85,90.88,34.05,21.34,9.06
10/15/2015 16:00:00,4870.1,27.97,47.01,33.09,28.12,6.86,14.75,95.96,121.87,151.77,98.28,149.9,52.43,1.97,39.94,101.09,30.51,32.24,28.15,88.5,86.77,32.75,92.43,50.28,75.22,93.77,59.26,15.72,1327.29,59.69,51.37,85.97,44.98,74.84,115.79,519.35,61.28,251.45,67.46,18.66,33.8,89.19,56.89,280.1,48.03,185.83,26.68,93.66,34.62,21.39,9.3
10/16/2015 16:00:00,4886.69,27.76,47.51,33.11,28.54,6.97,15.13,97.54,121.07,152.06,99.7,149.59,52.57,1.94,40.54,98.99,30.66,32.35,28.25,88.65,88.67,33.04,93.62,50.54,77.39,92.37,59.91,15.83,1336.57,59.93,51.93,86.69,45.85,73.83,114.32,514.59,60.19,254.04,68.28,18.5,34.17,89.9,57.26,286.3,48.43,187.27,27.95,95.72,34.29,21.35,9.14
10/19/2015 16:00:00,4905.47,27.93,47.62,33.31,28.66,6.95,15.21,98.47,118.96,153.22,100.18,153.03,52.64,2.01,41.21,101.69,30.78,32.2,28.25,88.78,88.4,33.59,94.08,50.46,76.8,92.51,59.1,15.81,1376.13,60.97,53.16,87.3,46.42,73.38,115.88,523.56,60.22,252.22,67.64,19.16,33.75,91.4,55.99,290.71,48.4,186.31,27.64,96.49,34.84,21.21,9.11
10/20/2015 16:00:00,4880.97,28.44,47.77,32.51,28.04,6.94,14.2,97,119.89,154.56,100.27,147.58,52.43,2.02,40.7,98.99,30.78,30.93,28.5,89.02,86.84,33.44,94.3,49.29,76.87,93.56,59,16.19,1372.51,60.88,52.56,87.42,45.74,74.89,110.25,514.67,60.4,252.35,70.03,17.09,33.82,91.54,55.35,293.36,48.18,185.58,27.84,96.61,34.87,21.14,9.25
10/21/2015 16:00:00,4840.12,28.44,47.2,32.13,27.79,6.85,14.01,97.11,120.5,155.21,100.25,147.81,51.9,2.1,40.22,97.96,30.56,30.47,28.28,90.01,86.13,33.37,93.87,49.15,77.05,94.03,58.97,16.07,1364.29,60.53,55.49,87.45,45.45,73.85,109.62,518.53,61.75,253.2,70.79,16.43,33.78,90.34,53.27,292.28,47.67,175.35,27.43,95.34,33.83,21,9.16
10/22/2015 16:00:00,4920.05,28.88,48.03,32.59,28.2,7.1,14.11,99.67,125.34,158.15,103.08,152.54,58.09,2.14,40.44,97.32,30.85,31.07,29.01,92.32,88.46,34.4,96.86,49.88,79.94,97.65,60.43,16.21,1354.47,61.49,55.13,89.69,46.94,76.87,109.49,525.11,63.4,256.98,72.61,16.72,34.75,92.46,55.38,294.62,49.48,178.38,27.84,97.48,34.79,21.12,9.38
10/23/2015 16:00:00,5031.86,29.77,52.87,35.1,29.95,7.15,13.94,102.19,129.58,155.74,102.43,152.61,58.98,2.21,41.27,100.04,30.99,31.36,29.35,93.64,87.86,34.9,97.94,51.11,77.98,98.18,60.73,16.44,1366.49,62.61,55.56,90.53,46.53,75.3,114.37,536.7,63.62,260.03,74.57,17.24,34.9,93.95,53.07,294.84,49.72,183,28.32,99.05,34.99,21.4,9.46
10/26/2015 16:00:00,5034.7,28.82,54.25,35.64,30.43,7.12,14.35,103.77,123.61,156.73,102.54,154.47,58.81,2.15,41.38,103.04,31.09,31.46,28.95,92.29,88.84,34.59,97.71,50.7,76.81,97.84,59.21,16.33,1416.32,63.43,55.17,90.11,46.8,76.61,114.77,545.87,61.53,262.47,75.07,16.58,34.88,93.9,51.37,301.2,49.89,184.02,28.17,99.6,36.44,21.35,9.3
10/27/2015 16:00:00,5030.15,28.64,53.69,35.42,30.55,7.11,14.02,103.7,121.49,157.76,102.94,150.45,58.42,2.15,41.38,103.07,30.77,31.36,29.05,91.55,88.05,34.47,98.03,50.55,77.17,97.53,59.28,16.27,1403.28,62.71,55.2,90.33,46.6,77.99,121.01,567.79,61.39,260.14,75.1,16.68,34.88,93.89,52.87,296.09,49.37,181.09,28.5,97.34,35.94,21.75,8.94
10/28/2015 16:00:00,5095.69,29.82,53.98,35.65,30.86,7.17,14.2,104.2,127.09,157.76,102.74,150.09,58.67,2.18,39.31,105.8,30.97,32.12,29.36,93.34,88.5,34.71,97.99,51.49,79.18,98.61,60.27,16.54,1404.52,63.51,55.56,87.91,46.4,76.89,120.1,571.14,61.86,263.04,75.74,16.92,35.28,95.94,54.62,294.59,50.58,184.1,28.61,97.15,36.52,22.41,9.1
10/29/2015 16:00:00,5074.27,30.13,53.36,35.85,31.33,6.92,14.11,104.88,120.09,158.28,102.8,152.31,56.57,2.13,37.48,105.12,31.53,32.24,29.14,92.06,88.12,34.03,97.75,49.63,78.65,98,60,16.74,1425.65,62.5,55.59,88.36,46.28,76.98,126.17,560.02,59.98,275.95,75.84,16.21,34.99,97.42,52.63,292.91,50.01,193.33,28.17,95.24,35.91,22.04,9.08
10/30/2015 16:00:00,5053.75,29.88,52.64,35.54,31.3,7.09,13.8,101.97,123.13,158.12,102.19,155.75,56.72,2.12,37.89,108.38,31.31,31.89,28.85,92.79,88.66,33.86,97.43,50.34,77.97,98.32,59.42,16.77,1454.24,62.57,55.18,86.99,46.16,76.78,124.74,557.39,60.12,276.26,76.59,16.56,34.76,94.47,53.67,296.68,49.98,190.94,28.91,98.37,36.01,22.22,9
11/2/2015 16:00:00,5127.15,30.3,53.24,36.06,31.42,7.18,14.25,103.31,123.8,159.15,101.4,158.58,56.99,2.19,38.29,107.64,31.37,32.29,28.77,94.11,89.91,34.11,97.51,50.68,78.27,99.18,60.64,16.89,1467.19,62.24,56.03,86.99,46.44,77.46,126.94,579,60.34,273.84,76.6,17.09,34.57,96.43,54.71,303.58,50.42,187.34,28.88,101.97,36.99,22.26,9.14
11/3/2015 16:00:00,5145.13,30.64,54.15,36.11,31.27,7.13,13.89,102.58,122.14,158.8,100.92,161.98,57.15,2.28,38.66,109.74,31.28,32.31,28.61,95.11,90.36,34.31,97.71,50.18,76.43,98.67,60.87,17,1464.9,62.8,55.93,86.73,46.4,76.71,128.36,578,60.66,271.51,76.34,17.84,35.82,96.01,55.76,299.31,50.52,189.28,28.52,104.23,37.9,22.26,9.18
11/4/2015 16:00:00,5142.48,30.5,54.4,36.41,32.05,7.01,15.44,103.94,124.11,157.15,100.62,162.67,56.95,2.2,38.86,114.05,30.73,32.13,28.47,95.57,91.01,34.15,98.85,50.14,75.82,98.41,60.26,16.87,1469.56,61.96,55.72,86.96,45.88,77.02,124.9,564,60.49,272.52,77.01,17.44,36.99,95.39,55.47,295.99,51.04,190.1,29.32,107,37.6,22.45,9.15
11/5/2015 16:00:00,5127.74,30.23,54.38,36.56,32.78,6.93,15.45,108.76,121.06,156.27,100.61,160.58,57.4,2.2,39.44,113.5,30.91,32.52,28.43,95.21,90.55,34,97.78,50.42,75.42,98.62,51.07,16.81,1462.64,62.28,55.48,86.98,45.88,76.72,121.91,564.16,60.36,273.48,77.07,16.51,37.36,95.51,53.31,295.8,50.84,189.23,28.97,116.43,36.71,22.46,9.08
11/6/2015 16:00:00,5147.12,30.27,54.92,36.69,32.97,7.89,15.49,107.1,129.67,157.55,99.72,158.18,57.63,2.15,39.11,114.06,30.81,32.09,28.45,96.33,90.69,33.84,98.28,46.6,72.01,99,53.42,17.05,1449.9,61.97,55.66,87.63,44.88,76.68,117.96,562,61.7,273.33,76.9,16.45,35,96.79,53.94,290.37,51.53,190.26,29.36,118.69,36.24,22.71,9.02
11/9/2015 16:00:00,5095.3,30.14,54.16,36.24,32.77,7.85,15.02,106.49,126.5,155.16,98.88,162.31,57.21,2.11,38.56,109.86,30.68,31.57,28.18,95.72,89.8,33.35,97.51,45.44,71.24,97.78,52.94,16.81,1311.15,61.34,55.34,86.76,44.39,75.76,118.85,558.52,60.96,269.59,77,15.84,34.05,97.22,53.74,292.4,51.19,190.16,29.7,118.11,36.6,22.58,9.26
11/10/2015 16:00:00,5083.24,29.19,53.51,36.42,32.98,7.7,14.43,107.91,119.86,156.41,98.83,162.46,57.03,2.02,37.03,112.7,30.79,31.72,27.98,93.52,90.28,33.21,98.88,44.95,72.08,97.48,52.27,16.76,1323.54,62.18,55.84,86.95,44.59,76.52,118.9,564.86,59.97,272.24,76.42,15.55,33.86,97.65,52.43,297.54,51.4,190.77,29.42,119.65,37,22.78,9.32
11/11/2015 16:00:00,5067.02,29.03,53.65,36.77,33.66,7.63,14.61,109.01,119.95,156.39,99.43,161.88,57.6,2.07,37.4,112.86,30.78,31.84,27.82,93.95,91.21,32.86,99.39,45.04,72.11,98.3,52.85,16.79,1329.58,61.87,55.4,87.18,44.47,75.46,118.2,566.41,59.9,270.97,76.82,15.5,34.57,97.9,51.93,296.92,51.49,191.2,30.01,119.81,36.33,22.56,9.18
11/12/2015 16:00:00,5005.08,28.93,53.32,36.56,33.28,7.6,14.2,108.02,119.85,156,98.37,161.22,56.67,2,37.97,108.92,30.75,30.85,27.83,92.77,90.84,32.4,98.05,43.64,70.9,97.07,52.58,16.53,1314.01,61.07,55.56,86.22,43.64,74.52,117.3,552.53,59.46,266.9,75.44,15.35,35.01,96.35,52.23,294.74,51.12,192,30.67,120.53,35.57,22.43,9.02
11/13/2015 16:00:00,4927.88,28.09,52.84,35.85,32.12,7.45,13.81,103.95,117.54,153.67,98.04,160.46,56.13,1.99,38.72,103.65,30.12,31.29,26.21,91.4,89.02,32.11,96.53,42.99,70.77,96.23,51.94,17.24,1297.75,59.74,55.42,85.05,43.27,72.74,123.05,548.9,58.13,259.83,75.57,15,34.59,95.45,52.21,291.07,50.56,186.48,29.62,118.1,34.53,22.29,8.98
11/16/2015 16:00:00,4984.62,28.54,53.77,36.45,32.39,7.6,14.29,104.04,121.47,156.45,99.56,159.63,56.88,1.99,37.87,111.35,30.67,32.78,26.79,92.29,89.77,32.1,96.9,43.12,71.66,98.01,52.77,17.74,1266.87,60.68,55.66,86.52,44.06,73.72,125.28,558.38,58.48,266.47,77.41,14.89,34.95,95.84,52.92,295.39,51.07,185.69,29.17,119.49,35.61,22.49,9.1
11/17/2015 16:00:00,4986.02,28.42,52.97,36.27,32.17,7.6,14.27,105.13,122.06,158.89,98.83,158.37,57.07,1.98,38.15,117.1,30.57,33.45,26.81,91.98,90.29,32.64,96.43,43.46,71.45,97.38,52.98,17.82,1258.79,60.55,55.39,85.89,43.82,72.77,128.26,570.91,59.3,266.7,77.76,15.28,36.12,95.22,54.39,299.07,51.63,184.64,30.14,120.25,36.21,22.61,9.06
11/18/2015 16:00:00,5075.2,29.32,53.85,37,33.18,7.76,14.74,107.77,125.92,161.25,100.27,156.86,57.96,2.12,37.32,120.63,31.28,33.69,27.12,93.15,91.27,33.16,96.62,44.36,72.58,99.06,48,18.13,1278.5,61.8,56.37,86.5,44.48,72.23,133.26,587.09,60.74,269.4,78.43,15.61,36.87,96.17,54.56,293.09,52.11,187.81,30.85,121,36.22,22.91,9.42
11/19/2015 16:00:00,5073.64,29.7,53.94,36.92,33.06,7.78,14.79,106.26,125.21,162.83,100.93,150.98,57.95,2.14,37.73,120.22,31.31,34.01,27.37,93.28,91.76,34.3,97.42,44.15,73.34,99.99,48.39,18.2,1284.65,61.46,56.02,86.39,44.58,72.57,130.08,581.35,59.77,268.96,77.92,15.87,37.01,97.18,55.8,286.11,52.52,186.13,31.84,120.53,36.19,23.13,9.74
11/20/2015 16:00:00,5104.92,29.83,54.19,37.83,33.42,7.85,14.67,107.32,126.4,163.1,100.1,151.55,58.12,2.22,38.44,123.84,31.45,34.08,27.57,91.44,91.81,34.66,103.2,44.19,73.65,100.56,49.62,18.18,1281.53,61.99,57.4,87.29,43.95,72.31,130.55,579.57,59.42,270.5,78.38,15.43,37.51,97.63,56.99,298.6,48.23,186.48,32.74,121.35,36.36,21.47,9.96
11/23/2015 16:00:00,5102.48,29.44,54.19,37.8,33.95,7.73,14.52,106.95,124.41,163.45,100.85,154.5,57.35,2.22,38.03,125.03,31.07,33.96,27.43,90.27,91.96,34.48,101.03,43.88,74.07,99.57,48.97,18.13,1264.32,62.64,57.68,87.35,44.08,72.4,132.29,570.85,56.8,268.25,76.99,15.32,37.35,97.32,57.34,297.73,49.5,187.04,32.97,125.36,35.56,21.71,9.69
11/24/2015 16:00:00,5102.81,29.72,54.25,37.41,33.56,7.79,14.55,105.74,128.34,162.19,100.63,157.6,57.85,2.34,38.39,123.31,30.83,33.94,27.27,90.33,92,34.36,99.76,43.58,74.47,98.21,49.41,18.38,1240.18,61.96,57.42,86.71,43.98,70.98,133.13,567.47,60.42,267.46,77.29,15.63,36.84,96.16,60.95,293.21,49.52,186.11,33,124.39,35.12,21.72,9.68
11/25/2015 16:00:00,5116.14,29.51,53.69,37.41,33.77,7.78,15.31,105.41,128.39,162.39,100.5,160.92,57.27,2.38,36.97,124.16,30.7,34.11,27.24,90.97,91.77,34.45,99.85,44.25,74.64,98.65,49.1,18.45,1245.75,62.19,57.54,86.41,43.93,71.84,131.97,561.69,60.25,268.19,77.28,15.58,37.23,95.93,60.74,295.13,49.79,186.09,33.89,126.19,35.36,22.08,9.61
11/27/2015 16:00:00,5127.52,29.45,53.93,37.51,33.66,7.85,15.44,105.45,130.04,163.58,100.74,159.49,57.55,2.33,36.89,125.44,30.8,34.05,27.32,92.49,92.17,34.46,100.18,44.31,74.61,99.06,48.54,18.62,1244.99,62.18,57.69,86.69,44.42,71.48,133.06,563.1,60.45,268.1,77.63,15.56,37.24,96.65,61.97,297.75,50.47,187.24,32.8,125.14,35.18,22.37,9.66
11/30/2015 16:00:00,5108.67,29.58,54.35,37.13,33.24,7.93,15.35,104.24,130.45,161.42,100.16,159.91,58.12,2.36,35.5,123.33,30.43,34.05,27.25,92.72,91.46,34.77,100.2,44.22,73.69,98.96,48.79,18.77,1248.85,61.39,57.78,86.26,43.66,70.91,129.36,544.5,61.63,263.87,78.2,15.93,37.66,97.65,62.45,296.5,50.08,187.36,33.33,123.24,35.26,22.3,9.48
12/1/2015 16:00:00,5156.31,29.34,55.22,38.35,33.95,8.19,15.81,107.12,132.89,161.29,101.06,162.47,58.31,2.34,36.18,125.37,30.88,34.77,27.57,93.24,92.55,35.09,101.79,44.05,74.47,99.15,49.3,19.18,1282.5,61.37,58.03,87.56,44.32,72.26,130.36,545.74,61.57,262.33,79.59,16.55,38.57,97.85,62.98,300.63,50.49,188.88,32.89,125.56,35.17,22.27,9.53
12/2/2015 16:00:00,5123.22,29.07,55.21,38.12,33.8,8.13,15.47,106.07,132.21,161.09,99.48,162.78,57.55,2.27,35.72,128.93,30.24,34.32,27.44,92.32,92.02,34.83,99.5,43.87,73.04,98.15,51.85,19.13,1275.44,61.22,57.51,86.91,43.86,71.69,130.41,546.88,60.74,261.7,78.65,15.82,38.38,98.23,63.6,299.66,50.03,186.77,34.18,124.52,35.15,22.22,9.18
12/3/2015 16:00:00,5037.53,28.8,54.2,37.63,33.31,8.11,15.51,104.38,144.78,163.67,99.09,163.95,57.69,2.23,34.56,126.81,29.81,33.57,26.95,90.97,89.91,34.04,96.38,43.12,71.46,97.48,51.4,18.76,1280.08,59.55,56.52,85.26,42.61,68.78,122.06,535.73,59.05,253.37,76.44,15.61,37.62,95.43,62.54,295.22,46.57,180.79,34.06,120.65,34.23,21.22,9.03
12/4/2015 16:00:00,5142.27,29.76,55.91,38.34,33.63,8.44,15.36,106.18,147.56,166.8,101.06,163.52,58.88,2.28,35.45,130.93,30.38,33.92,27.48,92,92.58,34.94,98.63,43.35,72.22,99.53,52.34,19.03,1300.48,61.75,57.93,87.43,44.5,71.04,125.17,558.66,59.21,258.61,77.68,15.5,38.89,99.67,63.89,301.2,47.37,184.53,35.83,121.78,35.62,21.65,8.95
12/7/2015 16:00:00,5101.81,29.57,55.81,38.16,33.49,8.28,15.41,105.61,148.83,167.12,100.67,161.1,58.35,2.36,36.59,125.36,30.19,33.99,27.49,91.32,89.6,34.99,98.83,43.36,71.43,99.18,52.43,18.91,1302.42,61.89,58.06,86.6,44.03,69.5,121.79,546.61,58.5,256.9,77.89,14.85,38.69,99.54,64.02,297.58,46.25,187.81,35.59,119.8,35.16,21.56,8.68
12/8/2015 16:00:00,5098.24,29.56,55.79,38.12,33.87,8.39,15.11,106.49,147.78,168.87,100.17,161.98,57.67,2.39,36.89,126.98,29.77,33.55,27.15,90.52,91.72,34.75,98.32,42.77,71.53,97.73,49.48,18.95,1303.97,62.16,57.02,86.32,44,69.58,123.29,556.33,58.02,258.75,80.4,14.6,39.36,97.81,64.51,298.1,46.08,186.59,36.1,119.52,35.6,21.5,8.33
12/9/2015 16:00:00,5022.87,28.91,54.98,37.58,33.24,8.18,14.97,104.6,145.65,159.72,99.13,160.52,56.76,2.35,36.07,124.2,29.3,33.46,26.73,89.87,89.56,34.81,97.72,42.24,70.9,97,48.59,19.03,1294.99,61.18,57.07,84.95,43.65,68.02,120.63,547.39,56.65,257.72,78.32,14.32,38.59,94.05,63.36,298.24,45.38,185.31,35.3,116.75,35.07,21.11,8.34
12/10/2015 16:00:00,5045.17,29.04,55.27,37.47,33.12,8.24,15.14,105.42,147.33,161.86,98.9,154.65,56.93,2.45,36.34,122.91,29.84,33.47,26.77,89.15,88.96,34.77,96.99,41.85,70.84,96.87,48.57,18.75,1306.5,61.87,58.45,85.46,43.98,68.23,121.87,548.17,57.15,256.43,80.03,14.66,38.38,94.92,63.33,295.65,45.5,183.64,35.43,118.22,35.49,21.14,8.23
12/11/2015 16:00:00,4933.47,28.3,54.06,36.94,32.01,8.12,14.47,102.12,144.42,160.02,97.78,161.43,56.21,2.36,36,118.91,28.99,33.25,26.16,87.28,91.42,34.27,96.12,41.85,69.69,93.51,47.46,18.32,1285.33,59.82,58.16,83.33,42.73,66.85,117.64,534.51,56.93,248.93,78.89,14.04,37.22,92.15,61.68,289.94,44.97,178.02,34.51,114.11,34.69,21.09,8.57
12/14/2015 16:00:00,4952.23,28.12,55.14,37.39,32.9,8.14,14.57,104.66,142.51,161.84,97.95,158.3,56.22,2.34,36.52,120.67,28.69,33,26.49,86.46,93.26,34.47,96.3,41.51,70.97,94.23,46.83,18.05,1297.88,59.92,58.75,84.6,43.32,66.43,115.7,539.94,56.82,251.73,77.56,13.66,37.96,94.69,61.23,293.55,45.43,174.81,35.52,115.73,35.01,21.19,8.43
12/15/2015 16:00:00,4995.36,27.62,55.2,37.17,32.93,8.24,14.74,104.55,143.27,161.29,99.39,159.35,57.55,2.36,38.16,118.6,28.88,33.26,26.85,88.84,94.02,35.18,97.98,42.94,72.01,93.74,48.02,18.46,1323.73,59.98,59.67,85.47,44.02,66.62,117.28,556.45,56.55,250.77,79.93,14.18,38.71,95.15,61.92,290.02,45.23,178.25,36.13,118.44,36.32,21.61,8.76
12/16/2015 16:00:00,5071.13,27.84,56.13,37.9,33.79,8.29,15.63,106.79,143.88,162.76,101.08,157.89,58.07,2.54,39.13,122.64,29.35,33.79,27.24,89.36,95.56,35.3,99.05,43.63,73.01,99.08,48.07,18.5,1332.31,60.35,60.57,86.2,44.85,67.16,118.53,559.67,57.53,257.64,80.25,14.07,39.21,95.52,62.43,295.49,45.72,183.31,36.87,116.6,35.98,21.77,8.81
12/17/2015 16:00:00,5002.55,27.25,55.7,37.47,33.53,8.17,15.56,106.22,140.48,160.68,100.2,159.67,56.53,2.56,39.2,122.51,28.7,33.36,26.72,87.93,94.2,34.91,97.87,42.94,71.92,97.4,47.54,18.06,1313.74,59.52,59.9,84.81,44.36,66.03,117.94,551.49,56.12,254.35,78.7,14.32,38.87,94.97,62.19,293.41,45.22,183.03,36.47,114.26,35.54,21.34,8.53
12/18/2015 16:00:00,4923.08,26.51,54.13,36.97,33.21,8.04,15.36,104.04,140.2,157.7,97.9,155.15,54.94,2.45,37.89,118.02,28.2,32.8,26.27,87.42,91.31,33.87,95.57,42.64,70.67,96.94,47.43,18.1,1285.67,58.62,59.35,83.28,43.3,65.11,116.51,544.23,55.17,251.38,77.04,14.36,38.47,92.55,60.96,289.35,44.77,178.29,36.36,111.56,34.98,21,8.4
12/21/2015 16:00:00,4968.92,26.83,54.83,37.39,33.23,8.22,15.5,104.77,145.8,159.39,98.62,158.11,55.82,2.53,38.98,116.63,28.23,32.94,26.64,89.23,91.62,34.24,95.68,42.51,71.38,97.67,48.76,18.52,1275.71,59.54,59.92,84.14,44.44,65.17,120.56,532.55,55.83,253.73,78.75,14.77,38.74,92.44,60.7,295.74,44.73,180.05,36,112.73,36.08,20.92,8.37
12/22/2015 16:00:00,5001.11,26.81,55.35,37.5,33.16,8.23,15.33,105.51,145.1,161.23,99.8,162.62,55.61,2.77,39.26,116.24,28.45,33.23,26.89,90.4,93.82,34.73,97.21,42.8,72.93,99.16,49.07,18.76,1277.49,59.99,60.16,84.86,44.71,68.49,122.74,528.34,56.02,253.75,80.19,14.61,39.21,94.69,60.55,296.93,45.34,181,36.28,111.77,36.81,21.18,8.37
12/23/2015 16:00:00,5045.93,27.15,55.82,37.52,33.19,8.26,15.31,104.63,146.51,161.71,100.64,164.58,56.7,2.83,40.13,118.16,28.59,33.96,27.4,91.32,94.7,35,98,43.78,74.51,99.92,49.04,19.09,1279.05,60.34,60.86,85.73,45.58,68.85,123.8,535.85,56.48,254.15,80.42,14.3,38.84,90.99,60.43,297.35,45.88,181,36.42,113.77,37.11,21.32,8.71
12/24/2015 16:00:00,5048.49,27.01,55.67,37.42,33.14,8.29,15.37,105.02,146.32,161.75,100.54,161.43,56.75,2.92,39.67,117.33,28.65,34.13,27.38,91.44,94.3,34.98,97.59,43.15,73.96,99.62,49.55,19.11,1273.07,60.32,60.83,85.94,45.35,68.77,124.84,537.63,56.8,253.42,80.39,14.48,38.92,91.9,59.58,297.19,45.77,181.89,36.77,114.09,37.07,21.29,8.71
12/28/2015 16:00:00,5040.99,26.71,55.95,38.13,33.76,8.29,15.26,105.93,146.35,161.16,100.68,158.8,56.42,3,39.78,117.11,28.6,34.09,27.31,91.57,94.2,34.93,98.22,43.08,73.42,99.32,49.58,19,1272.96,60.19,60.79,85.75,45.07,68.85,123.95,540.28,56.45,255.94,80.03,14.19,39.03,91.89,58.88,300.91,46.16,182.08,36.35,113.99,36.61,21.21,8.65
12/29/2015 16:00:00,5107.94,27.19,56.55,38.83,34.7,8.42,15.81,107.26,147.94,162.66,101.45,159.28,57.02,3,40.12,119.12,28.78,34.46,27.77,91.92,95.33,35.44,99.34,43.8,74.69,100.28,50.88,19.26,1302.4,61.13,61.49,86.84,45.75,68.75,127.87,550.21,57.31,258.5,80.75,14.34,39.58,92.32,59.26,304.98,46.45,185.17,36.95,115.12,37.08,21.27,8.79
12/30/2015 16:00:00,5065.85,26.83,56.31,38.55,34.45,8.35,15.87,106.22,147.37,162.71,101.15,162.3,56.16,2.98,39.74,116.71,28.36,34.49,27.53,91.34,95.28,34.99,98.28,43.41,73.75,99.44,50.41,18.96,1289.16,60.82,61.39,86.38,45.51,68.02,126.4,548.19,56.55,257.66,80.17,14.16,39.43,91.52,58.93,302.69,46.14,184.22,36.13,114.36,36.48,21.22,8.63
12/31/2015 16:00:00,5007.41,26.32,55.48,37.94,33.79,8.24,16,104.66,145.15,161.5,99.92,162.72,54.81,2.87,39.12,114.38,28.22,33.95,27.16,88.77,93.94,34.45,96.5,42.65,72.76,98.6,49.99,18.67,1274.95,60.03,60.68,84.72,44.84,67.04,125.83,542.87,55.32,253.42,79.42,14.16,38.71,90.6,58.71,302.4,45.61,183.1,36.25,114.34,36.2,20.81,8.65
1/4/2016 16:00:00,4903.09,26.34,54.8,37.09,31.85,8.09,14.89,102.22,142.28,159.54,98.77,163.55,54.34,2.77,38.95,109.96,27.82,33.4,26.41,87.3,91.97,33.99,94.38,42.2,72.7,97.64,50.12,18.47,1245.37,58.26,60.82,82.07,43.79,65.38,122.89,516.55,54.44,246.11,77.73,14.33,37.62,88.67,57.17,296.08,44.92,177.53,34.42,109.95,34.75,20.53,8.6
1/5/2016 16:00:00,4891.43,25.68,55.05,37.13,31.69,8.22,14.9,102.73,137.52,159.93,99.45,161.73,53.77,2.75,40.22,107.66,27.83,33.9,26.29,86.42,92.34,33.83,95.95,42.25,73.39,98.44,49.14,18.49,1210.69,58.65,61.33,82.27,44.15,65.59,123.45,508.98,54.04,247.96,78.15,14.82,37.14,89.37,56.85,303.41,44.97,175.17,34.77,109.68,34.31,20.54,8.51
